nombre,postal,calle,cocina,lat,lon,wheelchair
City Kebab,,Calle de la Cruz,kebab,40.4159227,-3.7013396,
Devinums,,,,40.3821399,-3.7481217,
El Rincón del Greco,,,,40.3798891,-3.7490401,
Jardín Imperial,,,chinese,40.3825136,-3.74801,
Tierra,,,,40.4260597,-3.7148794,
Il Pastaio del Vecchio Mulino,28003,Calle de Ríos Rosas,,40.4419187,-3.6969376,
Verdejo Restaurante y Tabanco,28006,Calle del General Díaz Porlier,mediterranean,40.4305308,-3.6768954,
Perrachica,,Calle de Eloy Gonzalo,,40.4337576,-3.7029074,
Xin,,,asian,40.4285426,-3.7027321,
Nakeima Dumpling Bar,,,,40.4331526,-3.7153534,
OrsOmatto piadinas y mas que comer,,,,40.4339923,-3.7157114,
Mariscos la Toledana,,,,40.4501504,-3.6984558,
L'abbraccio,28020,Calle del Poeta Joan Maragall,italian,40.4637941,-3.6921967,
Byanjan Bar,28020,Calle de la Infanta Mercedes,nepalese,40.4642602,-3.692987,
Pizzeria Nun's,28020,Calle de la Infanta Mercedes,pasta;pizza,40.4634015,-3.6937971,
Goiko Grill,28020,Calle de la Infanta Mercedes,burger,40.4636449,-3.6936157,
Los Arroces de Segis,28020,Calle de la Infanta Mercedes,,40.4639317,-3.6933227,
Ocafú,28020,Calle de José Castán Tobeñas,,40.4640438,-3.6927598,
Santa Bárbara,28020,Calle de José Castán Tobeñas,regional,40.4640791,-3.6922584,
La Tagliatella,28020,Calle del Poeta Joan Maragall,,40.4631518,-3.6918319,
El Espigón,28020,Calle del Poeta Joan Maragall,,40.462889,-3.6914668,
Lima Nikkei,28020,Calle del Poeta Joan Maragall,,40.4623208,-3.6915199,
La Cuchara de Patxi,28020,Calle del Poeta Joan Maragall,regional,40.4618066,-3.6914843,
Faborit,28046,Calle de Francisco Gervás,,40.4605055,-3.6907229,
Benditos Sueños,28046,Paseo de la Castellana,,40.4609686,-3.6904814,
Takos Fritten,28020,Calle de Estébanez Calderón,,40.4633726,-3.6911717,
El encuentro,28020,Calle del Poeta Joan Maragall,,40.4633865,-3.6914107,
Sidrería Zerain,,,basque,40.4141295,-3.6976579,
El Cruce,,,,40.491298,-3.6860483,
Bar Restaurante Victoria,28022,Calle de San Faustino,,40.447288,-3.6093223,
Zest Almagro,,Calle de Fernando El Santo,,40.4281692,-3.6947967,
Pointer Madrid,28004,Calle del Marqués de la Ensenada,diner,40.4251896,-3.692052,
Hattori Hanzo,28004,Calle de Mesonero Romanos,japanese,40.4208645,-3.7039115,
Taberna Ríos Rosas,28003,Calle de Ríos Rosas,,40.4419292,-3.703353,no
Omar,28036,Calle Profesor Waksman,turkish,40.4561342,-3.6875638,
Tao 369,,,japanese,40.4560721,-3.6871073,
Lizarrán,,,spanish,40.458978,-3.6852434,
El Caciquito,28036,Calle del Padre Damián,,40.4625498,-3.6854431,
Lu&Cia,,,,40.4471055,-3.6742025,
Fonty Bistro,28001,Calle de Castelló,,40.4230072,-3.6815711,yes
Cantaespino,,,,40.4607734,-3.7038054,
China King,,Calle de Ponzano,,40.4392807,-3.6991392,
Rubaiyat,28036,Calle de Juan Ramón Jiménez,brazilian,40.4607672,-3.6867845,
Terraza Chillout,,,fusion,40.3675401,-3.7748975,
La Caña,28010,Calle de Alburquerque,,40.4309835,-3.7018433,
La Casa de la Tortilla,,Calle de Hartzenbusch,regional,40.4302269,-3.7023772,
Diego el Minero,,Calle de Hartzenbusch,regional,40.4302551,-3.7022538,
Taberna Rayuela,28005,Calle de la Morería,regional,40.4131212,-3.7133162,
La Esquina Mexicana,28005,Calle del Príncipe de Anglona,,40.4132002,-3.7106094,
federal,28005,Plaza del Conde de Barajas,,40.4143241,-3.7088367,yes
mama chico,,,,40.4219475,-3.6903531,
Doner Kebab,,,kebab,40.4033966,-3.6783345,
Nikko,,,japanese,40.4037626,-3.6780262,
Everest Tandoori,28043,Calle Pegaso,indian;nepalese,40.4641526,-3.6494024,
Bayres Beef,,,argentinian,40.4151546,-3.7025402,
La Sidrería,28035,Calle Valle de Mena,asturian,40.4702211,-3.7149641,
Casa Lucas,28005,Calle de la Cava Baja,,40.4123107,-3.7094524,no
China City,,,chinese,40.4143032,-3.6701235,limited
Piccola Napoli,,Calle de Palencia,italian,40.4498269,-3.7013985,
Diwali,28009,Calle Lope de Rueda,indian,40.4220792,-3.6773494,
Andrea,28009,Calle de Alcalá,italian,40.4272752,-3.6700562,
Casa Salvador,28004,Calle de Barbieri,,40.4212408,-3.6980369,
Ponzano,28010,Calle de Ponzano,,40.4375735,-3.6993104,
Bientirada,,,,40.4383204,-3.6999704,limited
,,,,40.3883756,-3.7059863,
Los Guacamoles,,Calle del Monasterio de Silos,mexican,40.5067403,-3.6946401,
Los Amigos,28013,Calle de las Conchas,regional,40.4189787,-3.7078695,
Madam,28004,Calle de la Luna,,40.4220781,-3.7056397,
Pink's,28010,Calle de Alburquerque,burger,40.4311766,-3.7020589,
Gochü Sidrería Contemporánea,28010,Calle del Cardenal Cisneros,asturian,40.4300969,-3.7017518,
Caprichyo,28051,Gran Vía del Sureste,,40.3634971,-3.5895601,
Kao Thai,,Calle de Santa Bárbara,thai,40.4242431,-3.7014441,
Casa Marius,28004,Calle del Almirante,,40.422465,-3.6953578,
Celso y Manolo,28004,Calle de la Libertad,regional,40.4202518,-3.6974757,
La Carmencita,28004,Calle de la Libertad,regional,40.4211551,-3.6972841,
Sambat,,,,40.4026325,-3.7018304,
Taberna El Arco,28012,Calle de las Huertas,,40.4141059,-3.7009441,
Angelita,28004,Calle de la Reina,,40.4203614,-3.7003595,
Lettera Trattoria Moderna,28004,Calle de la Reina,,40.4197233,-3.6982155,
Casa Nina,,Calle de José del Hierro,,40.4405717,-3.6427659,
Tabriz,,Calle de la Alameda,persian,40.4122524,-3.6939543,no
dokidoki,,,japanese,40.4211297,-3.6897958,
Puerta de Atocha,,,spanish,40.4060296,-3.692107,
Tablafina,,,,40.4099273,-3.692706,limited
Go Sushing!,,,sushi,40.4534454,-3.6245538,
Tomaté,,Calle de Albasanz,,40.4380943,-3.6256262,
Umami Gastrobar,,Avenida de los Andes,,40.4536937,-3.6238698,
La piemontesa,,,italian,40.4560795,-3.6186427,
Fantastic V,28004,Corredera Alta de San Pablo,,40.4246147,-3.7020043,
El Picoteo de Malasaña,28004,Calle de Manuela Malasaña,regional,40.428534,-3.7028896,
Restaurante Cañadío,,Calle del Conde de Peñalver,,40.4332169,-3.6748039,
El Madroño,,,,40.413677,-3.7088298,limited
El Trébol Pizzas y Empanadas Estilo Argentino,28012,Calle de Espoz y Mina,,40.4152005,-3.7024442,
o'mast,28004,Calle del Desengaño,pizza,40.4210941,-3.7040656,
twin PIZZA,28004,Calle de Valverde,pizza,40.420994,-3.7022014,
Cutxi,28004,Calle de Valverde,,40.4210961,-3.7021558,
Latigazo,28004,Calle de las Infantas,regional,40.4204414,-3.6989486,
Sidrería Casa Lulo,,Avenida de la Reina Victoria,breakfast;lunch;dinner;cafe;drinks,40.4467099,-3.7118292,
El Boletín,,,,40.4880845,-3.661103,
Rosi,28029,Calle de Ponferrada,regional,40.4751471,-3.7117172,
Vips,,Plaza de la Puerta del Sol,international,40.4166345,-3.7025017,
Ginos,28015,Glorieta de Quevedo,italian,40.4338632,-3.7039338,
S10,28015,Calle de Guzmán el Bueno,burger,40.4362967,-3.7129174,
Berdi,28015,Calle de Blasco de Garay,spanish,40.4360426,-3.7112461,
Nuevo Apolo,,Calle del Doctor Cortezo,,40.4128105,-3.7037991,
Tokio Tower,,,asian,40.4133436,-3.7023966,
Yatiri,28012,Calle de Relatores,,40.4127689,-3.7034366,
de Martín,,,,40.4133928,-3.7023763,
El Cogollo de la Descarga,,,,40.4143179,-3.7066613,
Café Bar Orfran,28034,Calle de Fermín Caballero,regional;tea;mediterranean;friture;local;coffee_shop;spanish;diner;tapas,40.4865726,-3.7000166,
Art & Sushi,28004,Calle de Carranza,japanese,40.429041,-3.7033769,limited
La Pera Limonera,28015,Calle del Limón,,40.4268313,-3.7104232,
Ocafú,28014,Calle del Prado,regional,40.4146729,-3.6991827,
Ay! Rosa,28014,Calle del León,mexican,40.4138366,-3.6989795,no
Younique,,Calle de Augusto Figueroa,,40.4219958,-3.6959258,
Emma y Julia,28005,Calle de la Cava Baja,italian,40.4125001,-3.7089636,limited
Cervecería La Ola,28015,Calle de Fernández de los Ríos,regional,40.4351706,-3.7115469,
Casa de Aragón,,Plaza de la República Argentina,,40.4456795,-3.6852025,
Casa Dani,28001,Calle de Ayala,spanish,40.4269494,-3.6859252,
La Cuina,,Calle de Alcalá,spanish;mediterranean,40.4404279,-3.6298765,
Bendita Locura,28006,Calle del Príncipe de Vergara,diner;breakfast;coffee_shop;deli,40.4350751,-3.6795247,
Anpe,,,,40.4955515,-3.7253691,
Ciudad Feliz,,,chinese,40.4353147,-3.7146835,
Cody Pollo,28033,Calle de Purchena,,40.4813581,-3.660831,
Cienpizzitas,28016,Calle del Príncipe de Vergara,,40.4561786,-3.6768398,
Mozzafiato,,Calle de Viriato,italian,40.4360525,-3.7031136,
Luke,28004,Calle de Doña Bárbara de Braganza,,40.4236005,-3.6937246,
Kitchen 154,28015,Calle de Vallehermoso,,40.4340111,-3.7081041,
Cor & Cor,,,italian,40.4227845,-3.6955565,
Tony Roma's,,,barbecue,40.496681,-3.6667142,
La Dehesa,,,,40.5021517,-3.6715189,
La Mafia,,,,40.5050312,-3.675412,
La Tercera,28012,Calle de Núñez de Arce,regional,40.4157576,-3.7011899,
Questión de Huevos,28012,Calle de Núñez de Arce,,40.4153084,-3.7012502,
El Balcón,28012,Calle de Espoz y Mina,,40.4146202,-3.7022614,
El Jeque,28013,Calle de la Salud,arab,40.4195344,-3.7030352,
El Yate,28010,Paseo del General Martínez Campos,,40.4352864,-3.6918022,
Random,28010,Calle de Caracas,,40.4307613,-3.694402,
El Bacaro de Fabio,28010,Calle de Hartzenbusch,italian,40.4303852,-3.7021421,
Aymuray,28050,Calle de Grañón,peruvian,40.5059272,-3.6755025,
Zen Central,,,asian,40.4058121,-3.6710106,
Wagamama,28001,Calle de Serrano,asian,40.4286439,-3.6874406,
Jesús,28028,Calle de Alonso de Heredia,,40.4360975,-3.6720498,
Luis,28028,Calle de Alonso de Heredia,seafood,40.436105,-3.6722018,
Lúa,28028,Calle de Pilar de Zaragoza,,40.4363181,-3.6722294,
Tapa Arte,,Paseo del Prado,,40.4113785,-3.6931665,limited
Sushi & Buey,,,,40.470291,-3.5813381,
Los Hierros,,,spanish,40.4274667,-3.7180696,
Horcher,,Calle de Alfonso XII,,40.4186768,-3.6890844,
La Pentola Mágica - Cocina italiana,28007,Avenida de la Ciudad de Barcelona,italian,40.4050894,-3.6825004,yes
Graffiti Moncloa,,,,40.4331669,-3.7161033,
Restaurante Tokio,,,asian,40.4331755,-3.7162781,
Tie Break,,,,40.4762516,-3.7180026,
Taberna Doña Patata,28025,Calle de Juan Francisco,,40.3875536,-3.7315799,
Bar La Rinconada,,,,40.4731034,-3.5809657,
Gobu,28001,Calle del General Pardiñas,burger,40.4241477,-3.6786315,
Kiyota Sushi,,,japanese,40.435127,-3.7075424,
La Saletta,28012,Calle de Santa Isabel,italian_pizza,40.4117321,-3.6984768,
Shikku Izakaya,,Calle del Doctor Fleming,japanese,40.4579973,-3.687573,
5 Reinas,,,,40.5025746,-3.6721542,
La Hoja,,,,40.4201422,-3.6735,
Teitu,28020,Calle del Poeta Joan Maragall,,40.4568867,-3.6920023,
La Máquina Chamberí,28003,Calle de Ponzano,,40.4401232,-3.699289,
La Oveja Negra - Taberna Vegana,28012,Calle de Buenavista,burger,40.4093101,-3.6998817,
Taberna Pedraza,,Calle de Recoletos,,40.4221408,-3.6908645,
Monty's,28027,Calle de Alcalá,,40.4356824,-3.6431861,
La Lanzada,,Calle de Arturo Soria,,40.4381488,-3.6379335,
Fitz Burger,,Calle de Gabriel Lobo,,40.4434826,-3.6798467,
El Hórreo de Llanes,,Calle de Alcalá,,40.4322156,-3.6536234,
City Bell,28028,,,40.4298646,-3.6636073,
La Mar de Gambas,,,,40.4322495,-3.6748864,
Faborit,,Calle de Alcalá,,40.4261321,-3.673295,
Nostrum,28001,Calle de Goya,,40.4247187,-3.6774947,
Faborit,28006,Calle de Velázquez,,40.4368916,-3.6829456,
Restaurante 3B,,,,40.4403803,-3.6301075,yes
Taberna Entre Castillas,,,,40.4404779,-3.6297272,
Sushiwakka Express,28027,Calle de Alcalá,japanese,40.4332508,-3.648468,
Ojalá Pool Bar,28003,Calle de Cea Bermúdez,,40.4388713,-3.7134754,limited
Vips,,Calle de Serrano,international,40.4285602,-3.6874564,
Sidrería Casa Gelín,,,spanish,40.4394484,-3.6975845,
La Tagliatella,,,italian,40.4440311,-3.6558813,
Casa Benigna,,,,40.4480812,-3.674252,
Marisquería Ribeira do Mino,28004,Calle de Santa Brígida,,40.4244399,-3.700393,
Pizza Emporio,,Calle de Serrano,pizza,40.4290723,-3.6873805,
La Plaza,,,,40.4444475,-3.6771129,
Universo,,,,40.4449827,-3.676156,
El Rincón del Maestro,,,,40.4422212,-3.6719964,
Rias Bajas,,Calle de Alustante,galician,40.4425028,-3.6711992,
Taberna Annunnaki,,Calle de Bravo Murillo,spanish,40.4369271,-3.7044479,no
Tasty Pasta,,Calle de Bravo Murillo,,40.4345727,-3.7041488,
Restaurante La Chula,28010,Calle del Cardenal Cisneros,spanish,40.4344396,-3.7027581,
El Huerto de Lucas - Mercado ecológico,,Calle de San Lucas,,40.4237721,-3.6959906,
Nostrum,,,,40.4410694,-3.6257822,
El Triángulo de las Verduras,28011,Calle de Antillón,,40.4134278,-3.728235,limited
Fredy's,,,,40.4445053,-3.6543746,
Mesón de Marcos,,Calle Caribe,,40.4423809,-3.6556551,
Vips,28027,Calle de la Condesa de Venadito,international,40.4446892,-3.6540111,
El Almuerzo,,Calle Caribe,,40.4421704,-3.6562981,
Saona,28027,Calle de la Condesa de Venadito,,40.4447947,-3.6538043,
Chin Chin Wok & Grill,,,,40.4442753,-3.6548997,
Sushi Olé,,,japanese,40.4356598,-3.6759427,
Silvela 77,,,,40.4364911,-3.6768136,
Taberna del Olivo II,,,,40.4302058,-3.6709173,
Café Pizzería Para Llevar,,Calle de Guzmán el Bueno,,40.4313318,-3.7133209,no
Los Nachos de Oro,,,mexican,40.4357803,-3.6546807,
Tendido 11,,,,40.4312181,-3.6594233,
Julia,,,,40.4318824,-3.6581822,
Perla del Pacífico,,,,40.4314866,-3.6565333,
Palacio Imperial,,,chinese,40.4318504,-3.659515,
La Hacienda de Ventas,,,,40.4311814,-3.6591493,
Olé Tú,,,,40.4313381,-3.6588819,
Pizzeria Carlos,,,,40.4317322,-3.6570025,
La Hacienda de Camporroso,,,,40.4319783,-3.6552611,
Flavia,,Calle de Gil de Santivañes,italian,40.4223791,-3.6895175,
Casa de Vincenzo,,,,40.4361311,-3.6544399,
Al-Mounia,,,arab,40.4221513,-3.6905695,
Casa de Asturias,,,,40.4081673,-3.6998212,
Noche Blanca,,,,40.4081342,-3.6995451,
Più Bella,,,italian,40.4295615,-3.6661284,
Fatigas del querer,28012,Calle de la Cruz,,40.4155568,-3.7016675,
Alabaster,,,,40.4181895,-3.6899478,
Terras Galegas,28039,Calle de Jerónima Llorente,"spanish,_tapas,_bar",40.4545588,-3.7071549,
Mesón Serrano,,,,40.3805489,-3.695076,
Impasta,28013,Calle de las Hileras,italian,40.4167584,-3.70838,
De Elisa,28015,Calle de San Bernardo,sushi,40.4264143,-3.7069319,
Sonali,28012,Calle de Lavapiés,indian,40.4100791,-3.7026858,
Txakolina,28005,Calle de la Cava Baja,,40.4124061,-3.7092944,
Mesón El Huevo,28005,Calle de la Cava de San Miguel,regional,40.4150776,-3.7084167,
La Colmada,28004,Calle del Espíritu Santo,,40.4254683,-3.7044279,no
Goiko Grill,,Calle de la Princesa,burger,40.427731,-3.7139558,yes
En Busca del Tiempo,28012,Calle de Barcelona,,40.4156318,-3.7026384,
Rosi La Loca Taberna,,Calle de Cádiz,,40.4157857,-3.7030024,
Fuente Dé,,,,40.4410342,-3.64251,
La Villa de Asturias,,,regional,40.4388468,-3.6509634,
Aboca,,,,40.4436262,-3.6344341,
Salazar,,,,40.4422721,-3.637455,
Mumbai,,,,40.4427341,-3.6370906,
Cárdenas,,,,40.4451503,-3.6340788,
Madrí Madre,28008,Calle de Ferraz,,40.4238426,-3.7148858,
Celicioso,,,,40.4220755,-3.6956977,
,28004,Calle del Clavel,,40.4205622,-3.6993917,
Oh My Food,28004,Calle de las Infantas,regional,40.4199353,-3.6970746,
Sra. Smith,28004,Calle del Barquillo,,40.4204244,-3.6955787,limited
Marieta,28046,,,40.4337426,-3.6876648,
Lateral,28046,Paseo de la Castellana,,40.43351,-3.6876199,
Flores de Alcachofa,28046,Paseo de la Castellana,,40.4332642,-3.6876867,
Parque de O'Rosal,28008,Calle de Ferraz,regional,40.4316413,-3.7227872,
Marisquería O'Rosal,28008,Calle de Ferraz,regional,40.4315158,-3.7226653,
Hispano Italiano,28008,Calle de Ferraz,,40.4312004,-3.7220314,
Anime Ramen,28012,Calle de Atocha,asian;ramen,40.4130788,-3.7004031,
Fismuler,,Calle de Sagasta,,40.4281715,-3.6975246,limited
Sobre Vino,,Calle del Conde de Peñalver,,40.4340278,-3.6747581,
Don Carmelo,,Calle del Conde de Peñalver,,40.4335952,-3.6747909,
Tequilero by Hoos,28006,Calle de Maldonado,mexican,40.4335041,-3.6742798,
Sumo,28010,Calle de Fuencarral,japanese,40.4297627,-3.7024883,limited
Bacira,28010,Calle del Castillo,,40.4337811,-3.6989949,no
Santa Rita,28010,Calle de Santa Feliciana,,40.4332655,-3.6987629,no
Muki,28010,Paseo del General Martínez Campos,asian,40.4351684,-3.6958452,
Sushita Café,28010,Calle de Miguel Ángel,japanese,40.4352938,-3.6914963,
麻辣拌 Let’s 拌,28013,Calle de la Amnistía,chinese,40.4172786,-3.7106349,
La Sazón de Candela,28013,Calle de Caños del Peral,ecuadorian,40.4188505,-3.7087294,
Casa Jaguar,28013,Calle de Caños del Peral,latin_american,40.4189909,-3.7085092,
LKSA,28008,Calle de Ferraz,,40.4298794,-3.7210752,
,,,,40.4521653,-3.6889737,
El Perro y la Galleta,28004,Calle de Barceló,,40.4266085,-3.7006707,
Arahy,28014,Calle de Alcalá,,40.4196532,-3.6898222,
Vips,28014,Calle de Alcalá,international,40.4198001,-3.6915135,yes
Diferen-T,28014,Calle de Alcalá,,40.4197673,-3.6917503,
BBQ Burger,28015,Calle de Galileo,burger,40.4309992,-3.7103182,
Bistro Urquijo,28008,Calle del Marqués de Urquijo,,40.4293442,-3.7207368,no
Elkano Arroz,28008,Calle de Ferraz,,40.4289282,-3.7201517,
Platos Rotos,28008,Calle de Ferraz,,40.4286426,-3.7198711,
Baraka's,28008,Calle de Ferraz,,40.4285531,-3.7197831,
La Garnacha,28008,Calle de Ferraz,,40.4278339,-3.7190855,
Ferrero,28008,Calle de Ferraz,,40.4276196,-3.7185848,
Fogón & Candela,28008,Calle de Quintana,regional,40.4274405,-3.7187026,
La Trattorietta,28008,Calle de Quintana,italian,40.4272076,-3.7191617,
Più di Prima,28008,Paseo del Pintor Rosales,,40.4271704,-3.7197299,
Vips-Ginos,28012,Ronda de Valencia,,40.4057319,-3.7005902,yes
Fan Hua,28005,Calle de Toledo,chinese,40.4079069,-3.7109661,no
Gustazio Gastrobar (Pinsa Romana & gastronomía italiana),28045,Calle de Embajadores,italian,40.3883598,-3.6910627,
Asociación Herrera,,,,4.784597,-74.2713293,
The Lab,28004,Calle de la Ballesta,,40.4212162,-3.7035531,
El Porrón Canalla,28004,Calle de la Ballesta,,40.4211658,-3.7035588,
Rías Altas,,,,40.4124114,-3.6990254,
Stop Madrid,,,spanish;tapas,40.4123274,-3.6986907,yes
Ramen Hakata,28012,Calle de la Victoria,japanese,40.4158599,-3.7017523,
Don Antonio,28044,Avenida de Carabanchel Alto,,40.3704464,-3.7532517,
Jalo,28012,Calle de Atocha,turkish,40.4094075,-3.6932234,no
Restaurante Vietnamita Mekong,,,,40.410739,-3.6962503,limited
El Mirador de Alma,,Calle de Arturo Soria,,40.4485076,-3.651312,
La Txulapona,,,,40.449883,-3.6502594,
Casa Moraleda,,,,40.4463097,-3.6516636,
Tsukiji Sushi Bar,,Calle Madre Antonia París,sushi,40.4452513,-3.6514519,
La Tortilla,28027,Calle de la Condesa de Venadito,spanish,40.4457368,-3.6510872,
Curry House,28029,Avenida de Monforte de Lemos,indian,40.4781117,-3.7091997,no
Amé Rico,28013,Calle de Vergara,,40.4173207,-3.7114591,
Armonia & Te,,,,40.4335317,-3.6724675,
El Puerto de Vigo,28008,Calle de Ferraz,regional,40.4268407,-3.7178265,
Akasaka,28008,Calle de Ferraz,chinese,40.4267409,-3.718022,
La Montaña,28008,Calle del Rey Francisco,,40.4262185,-3.718072,
Pituca Lounge,28008,Paseo del Pintor Rosales,,40.4265242,-3.7190804,no
La Antoñita,28005,Calle de la Cava Baja,spanish;tapas,40.4130349,-3.708615,yes
Posada de la Villa,28005,Calle de la Cava Baja,spanish;tapas,40.4130547,-3.7084475,limited
La Perejila,28005,Calle de la Cava Baja,,40.4123226,-3.7092421,limited
Casa Lucio,28005,Calle de la Cava Baja,,40.4120917,-3.7096742,limited
txirimiri,28008,Calle de Ferraz,regional,40.4262421,-3.7172405,no
L'Italy,28008,Calle de Ferraz,italian,40.42604,-3.7173385,no
Entrevinos,28008,Calle de Ferraz,,40.4261012,-3.7171041,no
El Arca,28008,Calle de Ferraz,,40.425802,-3.7171391,limited
Cuenllas,28008,Calle de Ferraz,regional,40.4257435,-3.7170734,no
Toma Jamón,28008,Paseo del Pintor Rosales,regional,40.4254288,-3.7171074,no
La Esquina de Nabuco,28008,Paseo del Pintor Rosales,,40.4256349,-3.7181231,limited
El Club Allard,28008,Calle de Ferraz,,40.4232409,-3.7142894,
By the Way,28027,Calle de Josefa Valcárcel,,40.4480965,-3.6480009,
La Mi Venta,28013,Plaza de la Marina Española,regional,40.4203804,-3.7125545,no
Sr. Vázquez,28013,Plaza de la Marina Española,,40.4205005,-3.7121888,limited
La Bien Aparecida,28001,Calle de Jorge Juan,,40.4238118,-3.6871192,
Palacio de Cibeles,28014,Plaza de la Cibeles,,40.418899,-3.6921856,
Le Petit Prince,28009,Calle de Fernán González,,40.4243592,-3.6740323,
,28050,Calle de Ages,,40.5049028,-3.6722946,
El Barco,,,,40.4309431,-3.6971981,
Minabo,28010,Calle de Caracas,japanese,40.4306102,-3.6944718,
Lanteo,28010,Calle de Rafael Calvo,,40.4339659,-3.6917167,
La Zaguina,28010,Calle de Rafael Calvo,regional,40.4339611,-3.6918979,
El Viejo León,28010,Calle de Alfonso X,french,40.433767,-3.6920974,
El Patio del Fisgón,28010,Plaza de Chamberí,,40.4329269,-3.6974298,
Tres Columnas,28010,Calle de Hartzenbusch,regional,40.4302688,-3.7021936,
Spicy Soul Hot Pot,28006,Calle de Diego de León,,40.4351268,-3.6840451,limited
Saisho,28008,Calle de Evaristo San Miguel,sushi,40.4257077,-3.7165143,
Casa Alberto,28012,Calle de las Huertas,,40.4138199,-3.7001224,
Frida Frijol,28010,Calle del Cardenal Cisneros,mexican,40.4305387,-3.7018768,
Taj Mahal,28010,Calle del Cardenal Cisneros,indian,40.4312586,-3.7020798,
Chincha International,28015,Calle de Meléndez Valdés,peruvian,40.4328148,-3.7098453,
La Taberna de Paula,28015,Calle de Vallehermoso,,40.4376315,-3.7082514,no
Las Delicias del Jamón,28008,Cuesta de San Vicente,regional,40.421385,-3.7143337,limited
La Ermita,28008,Paseo de la Florida,,40.4214908,-3.7217798,
Florida,28008,Paseo de la Florida,,40.423347,-3.7233583,
El Piornal,28008,Paseo de la Florida,regional,40.4244607,-3.7253509,
Bar La Terraza,,Avenida del Manzanares,,40.4069145,-3.7230398,
El Jardín de Orfila,28010,Calle de Orfila,,40.4272674,-3.6932173,
Gaytán,28002,Calle del Príncipe de Vergara,,40.4498245,-3.6783597,
Ichikoro,28014,Calle de Echegaray,japanese,40.4156538,-3.6995653,
Chuka Ramen Bar,28014,Calle de Echegaray,japanese,40.4157547,-3.6995717,
Donde Sancho,28014,Calle de Echegaray,,40.4159132,-3.699579,
La Cantina,28014,Calle de Echegaray,,40.4160574,-3.6995868,
Donzoko,28014,Calle de Echegaray,japanese,40.416133,-3.6995905,
La Caserola,28014,Calle de Echegaray,,40.4162443,-3.6995958,
Nopa Bagels,28015,Calle de Meléndez Valdés,brunch,40.4329691,-3.7149788,
La Vecchia Milano,28008,Calle del Marqués de Urquijo,italian,40.4297066,-3.7186856,
Las Cuevas del Duque,28015,Calle de la Princesa,regional,40.4261497,-3.7126286,no
Casa Filete,28015,Calle de San Bernardino,spanish,40.4254144,-3.7111224,limited
O Candil de Lugo,28012,Calle de Embajadores,regional,40.4075794,-3.7041781,
La Tasquita de Enfrente,28004,Calle de la Ballesta,,40.421321,-3.7035291,
Taberna Agrado,28004,Calle de la Ballesta,,40.4213221,-3.7036334,
Casa Perico,28004,Calle de la Ballesta,regional,40.4218367,-3.7033954,
Mune,28004,Calle de Pelayo,,40.4247724,-3.697031,
Oh Galo!,28004,Calle de Pelayo,,40.4247689,-3.6968915,
Merci,28004,Calle del Conde de Xiquena,,40.4222548,-3.6942512,limited
Babel,28004,Calle de la Libertad,,40.4214407,-3.6974364,no
Los Guacamoles,28004,Calle de Barbieri,mexican,40.4217255,-3.6978573,
La Tagliatella,,,italian,40.4681331,-3.8154893,
Tuk Tuk,,Calle de Alcalá,asian,40.4262222,-3.6730146,
La Oliva,28010,Plaza de Olavide,,40.4332445,-3.7008179,no
,,,,40.4324748,-3.657914,
,,,,40.4326036,-3.6579345,
Abbasïd,28004,Calle de Gravina,mediterranean,40.4228117,-3.6968614,
Canela,28008,Paseo de la Florida,,40.4218512,-3.7222083,
La Tasca,28008,Paseo de la Florida,,40.421888,-3.722252,
Las Cubas,28008,Paseo de la Florida,,40.4221017,-3.7225575,
,,,,40.4319484,-3.6577964,
Pepita,,,,40.4274384,-3.6687436,
Pajarita,,Calle de Apodaca,,40.4273227,-3.699677,
Nuestro Mar,28010,Calle de Luchana,peruvian,40.4322468,-3.6983173,no
Zaperoco,28010,Calle de Luchana,,40.4322972,-3.6982822,no
Sala de Despiece,28010,Calle de Ponzano,,40.4379178,-3.6994954,
Konichiwa,28004,Calle de Fuencarral,sushi,40.4279202,-3.7018385,
La Fojetta,28005,Calle de la Escalerilla de Piedra,italian,40.4149521,-3.7080593,
,,,,40.4245526,-3.6673948,
,,,,40.4252664,-3.6667172,
,,,,40.4293261,-3.6642586,
El 41,,,,40.4241522,-3.66847,
,,,,40.4390685,-3.633091,
el txoko,28005,Plaza de San Miguel,regional,40.4151997,-3.7094139,
Bar Santa Fe - Futbol Sport Bar - Pizzería,28005,Calle del Nuncio,italian,40.4130629,-3.7099477,
Robin Hood,,,,40.4129569,-3.7105023,
La Musa,28005,Calle Costanilla de San Andrés,,40.4127873,-3.7119541,
El Viva,28005,Calle Costanilla de San Andrés,burger,40.4123525,-3.7116579,
Taste of Szechuan Restaurant,,,,40.3865431,-3.7071752,
Restaurante Boliviano Margarita,,,,40.3872416,-3.7043088,
El Rincón de Sancho,28008,Calle Luisa Fernanda,,40.4262058,-3.7145742,
Yamate,28002,Calle del Padre Jesús Ordóñez,japanese,40.4411867,-3.6773945,
El Alambique,28014,Calle de Fúcar,regional,40.4117697,-3.6955733,no
TriCiclo,28014,Calle de Santa María,,40.4128817,-3.6972551,
Yamate,28027,Calle de Sor Ángela de la Cruz,japanese,40.4601933,-3.6976158,
En Ca' Amalia,28005,Calle de la Cava Baja,,40.412127,-3.7098487,
